# Source: US Social Security Administration, national baby name data, male births 1975-2025 (public domain).
# https://www.ssa.gov/oact/babynames/limits.html
# Columns b1975..b2025 are births in each five-year bucket starting that year, divided by 10 and rounded.
# Written by tools/fetch-data.mjs. Do not edit by hand.
name,b1975,b1980,b1985,b1990,b1995,b2000,b2005,b2010,b2015,b2020,b2025
Jedidiah,47,75,65,59,56,62,84,126,172,154,27
Jaziel,0,0,2,5,10,21,38,64,162,447,178
Darwin,54,55,61,67,62,92,133,135,125,119,24
Shiloh,28,20,18,26,36,35,64,86,150,342,122
Abdullah,21,27,25,43,72,101,112,161,181,148,34
Chadwick,298,181,163,106,61,39,25,17,14,18,3
Lyle,123,124,130,93,57,51,44,71,105,104,21
Carmelo,39,36,32,29,27,45,114,208,170,185,38
Eliseo,44,48,49,65,73,83,93,102,131,180,55
Cecil,177,163,130,100,70,56,54,48,53,56,12
Van,76,71,71,58,45,59,122,139,127,128,24
Vincenzo,36,37,37,54,63,77,108,140,146,180,40
Hezekiah,9,8,8,15,35,72,106,127,205,265,62
Jaydon,1,0,1,6,44,208,336,186,83,39,6
Augustine,44,47,44,47,54,65,75,97,155,225,55
Keon,33,59,66,94,117,147,132,97,70,81,11
Baylor,0,0,2,9,29,53,64,90,176,395,82
German,45,59,76,131,118,124,117,81,77,59,11
Tyrese,9,10,12,16,209,310,155,91,47,32,5
Brennen,11,19,47,90,155,185,181,134,50,21,2
Apollo,9,13,14,8,7,14,37,98,246,377,71
Ayaan,0,0,0,0,0,20,85,185,243,292,66
Kristofer,133,122,158,159,102,80,56,37,23,17,3
Rayan,2,5,9,11,16,39,106,177,245,231,50
Sylas,1,2,1,4,11,27,75,191,211,295,72
Tripp,4,2,1,4,7,13,91,184,195,328,57
Emery,38,37,40,40,39,52,115,169,160,167,31
Emmitt,18,12,14,21,32,25,54,172,267,238,33
Cassius,8,9,12,20,22,38,85,130,234,278,50
Edison,15,17,25,28,34,61,94,155,238,186,28
Zyaire,0,0,0,1,6,21,48,83,161,454,108
Dimitri,27,27,41,131,120,107,92,100,111,105,20
Dashawn,22,25,52,148,164,161,144,78,45,36,5
Keagan,2,4,10,33,69,134,229,203,121,63,11
Eithan,0,0,1,1,5,14,21,31,78,362,364
Carlo,94,83,71,73,75,86,105,90,78,93,28
Aziel,0,0,0,1,3,9,16,23,61,562,198
Coby,51,39,49,67,127,206,119,81,60,62,8
Keanu,0,0,0,48,115,111,85,73,136,259,43
Dariel,2,6,9,14,18,24,58,104,175,355,104
Alton,126,119,102,96,73,71,76,73,69,53,11
Louie,77,69,64,61,53,45,51,72,118,202,48
Aubrey,90,94,106,103,97,81,71,71,72,66,7
Adrien,27,30,39,51,60,100,149,152,128,100,18
Jamaal,90,252,137,108,63,57,55,37,30,19,3
Giancarlo,18,27,43,65,71,123,164,143,106,77,13
Chester,185,161,119,94,61,47,41,39,45,46,11
Gino,58,58,65,110,101,93,86,96,85,79,17
Bodie,6,6,4,10,16,34,70,84,145,346,125
Xzavier,2,4,7,29,53,113,192,210,136,85,12
Kohen,0,0,0,0,1,10,74,103,191,346,114
Shayne,86,62,112,171,126,101,78,52,33,16,3
Rusty,195,212,165,96,51,35,25,20,17,18,6
Rey,26,29,37,51,64,83,113,116,140,153,26
Dusty,93,226,174,103,85,51,42,24,19,17,3
Blaze,6,7,21,41,53,109,119,145,140,160,33
Raheem,51,64,54,173,123,68,60,66,85,79,13
Franco,43,40,37,44,40,67,116,117,148,146,35
Ulysses,56,56,79,78,96,95,93,87,86,88,17
Devante,0,0,3,352,247,83,36,37,39,29,6
Edmund,127,110,88,72,64,59,54,67,86,84,20
Ares,0,1,0,1,6,12,33,94,208,359,116
Rico,120,85,100,126,71,61,68,66,66,56,9
Jagger,0,0,0,22,36,105,102,182,194,156,27
Ted,202,161,141,96,63,44,32,35,26,20,4
Aarav,0,0,0,0,0,7,86,234,249,207,38
Justus,18,22,17,46,119,130,144,134,111,72,8
Kyree,1,1,8,37,60,76,78,116,212,200,33
Nestor,39,54,92,142,116,104,99,62,56,45,11
Deonte,13,31,80,185,196,116,72,49,40,32,6
Maximo,16,17,19,25,27,69,119,124,144,207,51
Rowen,0,0,0,2,4,20,64,119,250,296,62
Duke,23,21,24,31,26,30,45,116,254,202,39
Aryan,1,2,5,11,14,90,169,168,167,156,28
Westley,41,42,95,75,45,35,46,72,128,185,45
Austen,7,26,59,143,228,100,87,69,49,36,5
Wallace,122,107,78,62,48,44,45,55,104,118,24
Scotty,233,187,117,83,44,32,29,21,19,29,13
Jerrod,143,174,166,126,82,43,26,22,15,7,1
Camilo,15,23,28,33,36,56,85,106,112,259,50
Wilder,0,2,3,7,9,14,22,48,217,404,74
Tylor,7,23,73,235,223,118,62,30,17,11,2
Daquan,4,8,37,188,239,142,78,43,31,24,4
Tristian,1,8,29,23,123,111,150,161,112,68,12
Shea,50,69,124,95,81,97,83,61,57,64,11
Branson,9,14,17,31,72,79,114,163,165,112,17
Khalid,41,36,35,65,90,99,72,87,123,121,25
Marques,68,149,92,78,102,89,114,56,25,15,2
Gonzalo,47,61,69,96,91,112,97,73,69,62,13
Lucca,0,0,0,1,4,30,61,114,197,306,76
Miller,10,11,10,20,32,41,79,105,136,258,86
Stephon,18,38,91,154,173,97,75,56,48,34,5
Bernardo,54,63,73,97,101,92,91,64,70,67,14
Mackenzie,18,26,107,252,200,75,29,16,17,36,10
Benito,83,83,75,90,91,79,76,55,46,84,23
Ridge,0,0,23,54,55,44,54,74,159,266,57
Baker,2,2,5,8,11,15,27,29,137,383,164
Jim,200,147,108,94,67,55,42,31,20,16,4
Antony,59,62,70,78,88,114,119,80,51,48,10
Cordell,44,37,95,81,162,106,90,62,53,42,8
Wendell,149,145,116,94,62,48,42,34,40,42,7
Estevan,37,51,73,107,116,120,108,78,44,35,7
Mikel,66,65,79,87,83,90,90,81,71,55,8
Cale,41,61,78,69,73,109,163,118,37,19,5
Enoch,32,29,27,33,36,63,75,120,157,166,35
Abdiel,3,5,10,15,23,43,89,132,197,209,47
Draven,0,0,0,5,88,129,178,148,118,89,17
Koa,1,1,0,2,7,14,30,51,114,423,128
Garrison,12,19,45,82,118,134,107,95,85,62,9
Madden,0,0,0,0,1,11,140,218,176,182,40
Ford,7,7,10,14,19,23,40,84,193,307,64
Zeke,19,15,17,23,24,49,62,121,199,209,31
Kashton,0,0,0,0,0,1,17,55,228,386,80
Randolph,182,158,132,96,62,47,33,25,19,11,2
Yehuda,15,26,35,42,57,71,96,107,122,160,35
Braiden,0,1,5,18,46,111,239,202,94,44,4
Jamarion,0,0,2,5,10,98,297,189,93,61,9
Donnell,120,130,113,104,76,67,59,44,30,15,3
Giovani,4,8,15,33,56,78,167,200,110,76,15
Dandre,18,30,66,119,157,137,88,59,44,32,5
Harlan,44,40,33,37,32,34,51,97,144,199,45
Leif,59,74,50,42,46,60,73,94,103,129,26
Seamus,20,24,26,44,81,108,137,124,103,72,15
Eliezer,29,47,47,57,62,76,97,100,101,109,27
Darrius,21,41,89,154,126,110,92,58,34,22,3
Hans,97,101,86,81,72,60,58,49,64,64,15
Heriberto,72,82,86,114,99,96,77,46,42,29,4
Stewart,130,127,138,122,71,54,41,28,18,14,3
Teddy,139,107,88,68,53,40,38,34,49,100,30
Blaise,15,18,35,51,70,100,95,114,119,106,21
Alexzander,0,2,7,27,49,116,184,162,122,68,7
Zaid,4,7,9,22,29,63,95,106,169,199,40
Westin,0,6,14,28,32,44,84,150,140,203,40
Lennon,6,13,10,11,19,40,83,145,199,185,31
Simeon,34,45,43,46,74,90,103,93,105,88,20
Semaj,6,5,10,29,55,110,162,150,96,96,22
Shepherd,3,1,1,1,5,5,24,56,151,353,141
Bryon,169,152,130,89,66,45,36,22,17,10,2
Anders,17,22,36,42,53,65,78,120,139,141,23
Santana,15,14,15,24,41,57,91,91,149,211,29
Jovani,1,9,22,49,67,110,151,131,90,87,17
Robbie,183,146,103,75,50,41,32,34,30,33,7
Isai,4,12,23,47,74,113,149,105,98,89,19
Sutton,0,1,6,9,15,22,52,80,145,300,102
Broderick,56,58,65,70,79,76,113,105,69,37,5
Mustafa,18,31,32,42,59,77,84,109,116,130,34
Judson,62,68,48,40,36,48,65,88,119,132,25
Quinten,21,29,42,67,115,116,118,94,70,50,7
Andreas,36,48,59,68,79,85,101,75,77,85,15
Cain,13,19,19,40,65,68,80,137,145,122,19
Nixon,0,4,4,6,11,15,48,168,278,169,21
Jair,3,5,10,23,48,152,142,116,101,107,17
Shelby,87,70,91,210,118,50,33,22,16,23,4
Kamron,6,6,19,39,73,142,153,129,93,56,7
Kaison,0,0,1,1,4,9,35,80,225,308,56
Josef,61,73,83,83,96,98,86,58,43,32,4
Dereck,38,75,80,68,47,46,71,74,62,116,40
Donavan,36,32,62,101,111,129,114,61,39,23,6
Irving,39,41,79,121,72,94,84,62,62,49,9
Mitchel,42,66,111,170,151,84,47,20,12,7,1
Turner,6,14,24,50,87,88,94,106,116,105,20
Tom,141,106,92,82,63,57,52,41,38,28,7
Kale,19,25,50,52,56,90,198,165,41,11,1
Leighton,22,26,29,45,51,56,75,104,140,136,21
Zavier,3,6,10,23,43,82,125,141,123,123,21
Reagan,22,20,19,31,77,120,122,108,102,70,10
Jamil,69,71,76,97,77,88,79,58,47,34,5
Dillan,1,3,12,124,141,138,132,79,42,25,3
Yousef,4,13,20,25,43,70,78,118,153,140,35
Morris,118,98,98,79,50,48,51,48,52,47,9
Jorden,2,10,31,71,93,112,157,132,57,28,3
Mariano,40,39,45,56,66,79,90,90,75,96,20
Ervin,77,83,79,84,67,70,69,58,52,44,10
Koda,0,1,5,2,4,27,51,66,145,314,78
Javion,0,1,3,10,35,102,192,146,121,71,9
Emory,30,32,27,31,36,47,70,105,140,143,27
Luther,117,106,88,73,50,43,44,42,54,59,12
Bridger,4,7,9,19,53,77,96,108,115,161,38
Darion,11,17,36,117,145,125,109,59,37,27,4
Maxim,2,5,13,20,40,89,134,163,127,82,11
Raylan,1,1,0,1,2,2,6,204,236,203,31
Saint,2,2,2,2,2,5,8,13,88,434,129
Onyx,0,0,0,4,6,10,18,37,106,416,88
Forest,39,40,39,85,62,33,32,48,97,174,34
Jovanni,1,4,14,36,50,81,129,131,100,119,19
Mickey,146,100,80,70,61,42,39,40,49,49,7
Akeem,4,50,130,178,59,33,40,46,70,65,7
Menachem,22,26,31,53,66,77,95,94,94,103,20
Devyn,0,4,16,65,146,157,131,84,44,30,5
Bradly,86,102,110,106,92,67,56,36,15,8,1
Tariq,25,31,32,64,138,120,72,53,63,69,11
Fidel,58,59,72,84,87,89,79,52,45,40,8
Blair,96,120,98,117,59,42,31,34,35,34,7
Erin,139,116,104,92,71,48,35,27,22,17,2
Giovanny,4,6,18,45,68,104,162,149,63,44,8
Marty,217,117,86,70,45,34,27,23,23,25,4
Davian,5,5,6,13,32,66,170,151,110,98,14
Langston,6,11,11,25,31,42,71,105,188,155,23
Camren,1,1,8,20,46,134,190,142,79,41,5
Arian,12,15,16,23,27,50,63,160,142,136,24
Jordy,0,13,23,33,60,114,105,83,124,95,16
Kaysen,0,0,0,0,2,7,29,98,199,253,77
Yisroel,19,27,30,42,50,59,85,97,108,117,30
Casen,1,1,1,4,9,28,76,163,184,167,29
Jess,152,147,109,84,58,38,31,16,14,11,2
Brant,102,95,85,72,73,74,56,46,36,21,4
Kenton,46,67,73,70,71,63,67,76,73,45,9
Boone,7,10,13,14,15,17,32,66,164,247,76
Stone,1,1,3,20,124,107,99,82,91,107,26
Cristobal,37,46,44,64,71,94,91,73,66,63,11
Travon,17,26,50,113,147,118,87,49,29,20,3
Garry,170,144,110,74,49,36,29,18,15,10,2
Rayden,0,0,0,3,16,32,74,146,177,180,30
Mordechai,19,22,29,38,51,69,74,93,117,120,24
Marion,115,88,77,60,58,63,73,52,38,28,5
Azariah,1,2,3,7,14,23,49,95,162,236,65
Karim,44,33,32,37,46,59,65,79,98,142,20
Gannon,5,8,8,21,43,91,94,142,162,73,6
Francesco,54,52,55,67,67,72,76,64,62,70,15
Ameer,14,17,18,29,43,60,75,108,136,130,23
Efren,49,55,59,83,88,91,86,55,44,35,7
Eddy,41,46,54,72,64,75,92,81,59,55,11
Aydin,0,1,1,1,8,54,161,170,135,105,15
Ean,11,17,23,31,53,89,130,124,94,67,9
Elvin,63,54,56,59,57,75,90,69,59,54,10
Erich,120,122,114,97,71,47,29,21,12,9,2
Sherman,152,133,92,81,54,41,31,21,21,14,2
Raymundo,52,62,61,87,100,94,72,44,35,30,6
Arron,82,94,109,116,88,57,38,27,18,11,1
Channing,18,19,56,55,26,25,52,207,117,55,9
Alexandro,30,38,47,77,88,115,102,65,42,31,5
Pete,126,107,90,74,60,47,43,33,27,26,6
Fisher,0,0,0,5,23,59,106,132,149,131,32
Cayson,0,0,0,1,5,13,55,124,226,184,30
Kenyon,70,44,30,48,65,109,138,74,33,22,3
Harris,33,31,44,54,60,68,66,70,101,93,15
Paris,38,57,87,129,96,68,38,44,39,31,6
Briar,2,1,0,33,39,57,68,90,123,182,40
Ron,153,114,87,74,58,42,36,28,22,17,2
Ephraim,23,28,32,31,33,51,81,99,119,110,23
Rashawn,42,47,73,109,104,75,71,48,32,24,4
Demario,40,83,139,91,54,50,60,52,30,25,3
Aric,109,64,75,98,86,64,52,34,28,16,2
Hakeem,16,17,46,115,104,50,37,39,98,92,12
Flynn,6,8,6,8,12,27,35,139,169,186,30
Marcellus,35,29,39,54,49,54,50,47,93,152,21
Coy,50,54,53,52,61,70,69,72,68,58,12
Virgil,130,99,76,62,45,36,33,35,42,50,13
Jan,62,63,56,52,47,101,105,55,38,33,5
Anson,43,40,32,25,31,53,76,94,135,78,9
Wells,4,3,4,5,5,7,9,27,121,337,94
Amare,0,0,0,0,2,34,172,237,104,61,6
Aydan,0,0,0,1,12,80,203,156,89,65,9
Sylvester,110,103,99,73,49,40,34,33,35,33,6
Benton,26,31,41,42,54,51,57,107,116,78,10
Zack,20,25,35,44,51,80,107,88,78,72,13
Shamar,16,34,29,32,99,146,108,70,49,27,2
Lachlan,0,1,2,4,15,27,65,96,174,178,47
Immanuel,8,15,21,29,53,78,101,96,107,84,17
Musa,6,8,8,12,19,27,49,79,132,202,65
Baby,13,27,77,162,133,125,28,9,14,17,1
Kingsley,7,11,14,15,14,14,27,117,201,167,20
Destin,9,16,27,49,98,102,90,80,67,57,11
Dilan,0,1,2,22,34,52,83,113,106,160,31
Kannon,1,0,1,4,10,33,58,91,187,193,26
Callahan,0,1,5,4,12,17,18,26,81,284,157
Keshawn,5,7,10,31,117,173,126,65,36,29,4
Randal,132,122,120,83,49,31,23,17,14,10,2
Bill,164,110,72,63,52,46,39,23,19,12,2
Tyron,74,65,65,84,85,76,58,43,27,22,3
Claude,137,111,93,70,49,39,31,23,24,19,4
Banks,0,0,1,1,3,7,15,32,74,353,110
Antwon,60,82,95,87,55,54,68,48,30,16,2
Deion,4,4,11,87,183,64,64,62,56,53,9
Willis,106,104,88,69,54,40,35,36,30,28,5
Abner,15,22,24,32,41,58,76,88,98,114,27
Syed,16,24,37,57,74,88,73,71,73,65,17
Jericho,10,14,14,33,37,56,72,99,108,125,27
Kolten,0,0,6,26,47,59,88,142,127,82,15
Jordyn,0,0,5,23,50,79,137,149,88,51,6
Koby,10,8,21,34,107,172,84,58,48,41,7
Mac,39,20,18,21,22,30,40,70,100,191,39
Tre,0,1,7,165,142,110,60,37,34,28,5
Keyon,21,28,25,47,70,113,108,86,48,37,6
Domenic,30,33,39,62,79,94,93,70,44,38,6
Gregorio,57,67,65,86,74,72,59,40,33,28,6
Reggie,127,97,58,54,51,43,42,34,31,42,9
Vince,37,41,50,59,45,52,79,78,70,62,14
Avi,17,16,19,20,23,47,65,84,108,156,30
Dontae,25,47,66,81,89,77,79,54,39,25,4
Abdul,70,47,35,60,70,68,62,55,61,49,8
Anakin,0,0,0,0,17,35,58,68,136,228,43
Tadeo,0,0,2,3,3,12,23,57,127,282,75
Canaan,6,11,11,25,38,54,72,82,152,109,21
Keven,54,45,50,73,85,99,93,51,21,10,2
Bilal,20,25,30,53,55,73,69,75,83,81,17
Wilfredo,91,91,89,82,57,52,47,29,22,18,3
Stacy,239,81,71,70,40,27,19,13,11,7,2
Eliot,28,37,39,40,41,54,71,99,86,72,13
Johnpaul,41,59,51,41,50,57,93,68,61,46,10
Shaquille,0,0,1,387,95,19,6,21,26,18,4
Konnor,0,0,1,21,52,81,114,130,116,56,5
Trever,45,42,63,108,110,91,63,36,14,6,1
Shmuel,15,23,29,33,40,47,65,82,103,114,26
Monte,99,68,56,55,45,41,41,42,50,67,12
Harper,4,5,5,7,17,33,113,185,134,66,8
Denis,60,51,51,54,52,63,73,59,51,51,10
Kelton,18,14,22,61,86,103,98,84,54,32,4
Maximillian,12,17,33,63,95,110,91,67,46,32,9
Yaakov,15,21,41,35,41,52,65,83,90,109,22
Truman,22,18,21,29,51,75,91,103,90,61,11
Magnus,2,3,4,5,16,36,67,90,149,165,34
Kennedy,12,18,29,44,83,89,82,76,74,55,9
Rodrick,119,94,78,73,51,40,35,35,23,18,2
Slade,17,14,17,29,41,59,95,86,90,97,21
Axton,0,0,1,1,3,5,25,101,202,203,26
Kalvin,23,30,47,56,63,60,72,64,83,58,11
Finnley,0,0,0,0,1,4,26,78,207,217,34
Tory,112,76,103,101,54,38,28,16,20,15,2
Jaxen,0,0,0,0,4,24,68,216,158,84,12
Foster,20,17,19,33,52,50,48,85,104,109,26
Jamarcus,5,16,44,89,85,77,115,69,38,24,3
Konner,0,0,1,25,54,86,135,126,91,40,4
Deshaun,26,31,42,66,88,92,94,51,41,28,3
Vihaan,0,0,0,0,0,1,26,165,201,143,26
Marquez,8,18,43,78,114,93,85,53,38,25,4
Dave,88,80,72,62,49,52,47,37,34,34,6
Teagan,0,0,4,11,26,70,155,138,82,65,10
Jacques,56,65,69,74,72,59,49,40,37,30,8
Emir,3,3,4,8,13,25,63,70,90,227,55
Zakary,9,14,35,89,99,118,94,58,26,15,2
Joan,7,9,16,22,40,88,93,75,87,98,23
Nathen,25,39,45,50,67,100,119,70,28,12,3
Marcello,22,36,26,26,43,55,85,83,73,82,27
Jadiel,0,0,0,1,1,8,80,167,156,122,22
Taj,30,19,15,37,54,66,83,86,86,72,10
Grey,6,7,10,18,23,27,48,86,155,155,22
Damari,0,0,1,4,12,44,98,106,139,128,24
Rylee,0,1,3,13,42,90,138,134,68,59,8
Mikael,16,22,35,40,45,48,61,75,94,99,18
Isidro,40,53,59,68,68,71,65,42,34,42,9
Landry,5,9,13,17,22,40,59,144,127,93,23
Cal,14,17,17,26,43,44,46,49,78,162,55
Titan,1,2,1,1,4,27,49,105,199,147,15
Lazaro,32,53,54,61,58,68,67,45,46,54,12
Timmy,144,92,69,68,52,46,31,20,16,10,2
Jed,117,93,65,43,38,38,34,35,34,42,8
Ishaan,0,0,0,2,6,35,87,132,127,132,27
Crosby,4,4,8,9,6,7,18,165,197,112,16
Coty,12,29,139,233,74,23,11,9,8,5,1
Rio,6,7,12,19,22,28,36,51,74,235,56
Shlomo,13,20,25,32,40,54,69,75,92,103,21
Brandan,27,53,93,116,107,69,42,21,11,4,1
Kye,6,9,16,21,22,45,63,78,148,123,14
Earnest,130,113,87,61,44,31,25,21,16,11,3
Domingo,78,70,62,65,55,46,48,33,34,42,7
Aditya,1,5,9,13,44,95,145,110,72,39,8
Kamryn,0,0,1,6,16,49,90,120,138,107,13
Chace,5,13,22,37,47,45,122,136,75,33,5
Bishop,6,5,5,22,53,60,82,86,101,100,17
Emil,45,43,38,44,39,46,59,56,68,84,16
Aurelio,38,42,35,50,39,38,44,36,61,116,40
Nikhil,8,15,28,39,68,96,118,87,45,29,4
Ramsey,37,51,47,53,55,53,55,52,70,57,8
Vladimir,24,25,36,44,53,60,77,79,80,52,9
Ken,67,64,59,60,59,64,58,42,35,23,4
Joesph,127,119,83,46,43,38,38,24,11,9,1
Joziah,0,0,0,0,4,17,62,115,166,151,22
Ronaldo,12,13,14,10,87,104,105,81,59,41,8
Campbell,5,5,6,22,42,74,82,81,80,105,34
Bennie,121,94,75,59,43,34,29,25,23,27,5
Kylo,1,0,0,1,0,0,0,2,93,359,80
Jakari,1,3,3,11,23,47,67,66,89,175,46
Kevon,7,10,21,72,87,163,70,43,29,26,4
Shimon,13,13,21,26,36,48,69,82,91,107,24
Ishmael,22,29,25,53,70,63,57,63,72,63,12
Jerod,102,135,92,68,65,34,17,9,5,3,1
Galen,76,73,82,78,66,49,30,26,24,23,2
Jaeden,0,0,0,1,25,120,183,118,50,27,4
Federico,61,61,57,60,59,60,56,39,31,36,7
Daron,61,61,65,74,63,62,58,38,25,16,3
Britton,29,48,61,61,60,59,68,57,50,30,5
Matt,153,104,72,39,28,26,30,26,27,20,3
Demarco,40,41,54,82,85,66,56,46,33,20,2
Tyshawn,10,15,29,61,79,93,103,65,38,27,4
Gregg,212,115,75,48,26,17,13,9,6,3,1
Gavyn,0,0,1,5,32,100,171,134,57,20,3
Yitzchok,15,19,26,32,37,50,55,70,85,105,26
Yael,0,1,2,2,8,37,100,111,100,129,30
Rian,35,38,32,36,36,51,60,59,73,85,16
Oswaldo,24,25,29,42,56,101,144,46,26,24,4
Kris,170,73,45,36,31,32,42,30,35,22,4
Hasan,32,29,30,42,52,55,56,58,72,76,18
Cedrick,79,88,70,63,61,44,40,27,24,20,4
Eleazar,20,28,31,43,48,55,60,54,70,90,19
Austyn,0,1,4,42,127,92,83,83,45,36,6
Dallin,6,11,37,63,98,110,87,56,28,19,4
Koen,0,0,0,0,5,33,101,95,84,156,45
Rishi,12,22,22,23,29,63,95,69,63,95,21
Sami,12,17,28,41,47,61,70,69,79,70,19
Daren,88,85,71,59,47,46,45,31,18,17,4
Dejuan,54,62,70,69,71,58,48,31,26,19,3
Kaeden,0,0,0,1,9,67,153,138,88,50,5
Marlin,75,59,53,57,52,44,44,39,39,39,9
Marley,1,6,6,12,19,36,94,111,118,93,13
Aaden,0,0,0,0,0,6,247,139,100,14,1
Kadin,0,1,3,7,40,171,171,73,25,14,3
Chauncey,62,78,63,53,63,51,55,38,23,18,2
Theron,69,55,53,54,49,52,55,47,41,26,6
Darrel,106,92,94,72,42,29,25,20,13,11,2
Jade,57,48,50,85,78,59,40,29,25,29,6
Jerald,104,87,77,70,46,37,30,21,18,14,3
Merrick,12,8,12,17,29,42,76,74,116,101,17
Yair,2,4,5,10,17,74,139,94,80,68,12
Brecken,0,0,0,2,5,24,58,118,162,118,16
Giuseppe,56,49,42,45,43,49,50,52,53,51,12
Alexandre,15,21,40,66,69,73,74,58,42,35,7
Cary,138,89,89,64,36,21,15,12,16,15,3
Brandt,36,46,52,47,59,57,63,61,48,27,3
Savion,0,0,4,14,65,122,119,68,49,50,10
Jaren,11,15,49,47,82,116,85,53,24,16,2
Rome,5,4,4,4,9,15,36,50,78,223,69
Kenji,32,22,14,16,26,30,59,61,68,144,25
Bjorn,29,34,25,20,20,28,27,25,98,160,30
Darrick,152,74,63,65,41,39,25,16,12,9,2
Creed,6,4,5,7,11,33,36,55,101,198,41
Ledger,0,0,0,0,0,3,21,58,107,252,54
Jeremias,10,12,12,16,20,30,55,77,108,126,29
Shelton,75,59,65,76,60,52,42,31,21,13,2
Carmine,32,30,28,23,22,23,102,70,64,78,21
Donny,165,97,52,41,28,32,26,19,16,15,3
Eliel,1,3,4,8,10,22,70,63,93,169,50
Scottie,135,88,54,55,38,22,17,12,12,33,26
Idris,18,17,11,14,20,19,35,64,99,155,39
Jerimiah,45,48,32,28,37,63,95,88,36,17,3
Torin,9,8,23,37,37,50,68,70,88,86,14
Laurence,80,78,62,57,51,37,30,24,31,32,9
Thatcher,5,5,4,8,11,22,63,96,134,124,19
Edmond,82,67,55,50,42,41,39,37,36,33,8
Amar,18,25,25,23,33,59,69,71,76,79,13
Benedict,23,25,28,23,27,28,56,48,86,114,31
Zev,12,12,14,20,26,35,54,72,92,125,28
Zayd,0,1,2,4,10,30,45,70,111,172,44
Jai,22,18,13,17,32,64,75,81,74,80,12
Jakobe,0,0,0,0,17,93,87,99,76,104,12
Lucien,16,18,16,17,17,36,70,82,83,107,27
Damarion,0,1,0,3,6,67,180,120,65,41,6
Jovanny,1,7,22,47,60,82,115,77,41,30,6
Genaro,41,48,45,58,69,68,60,34,29,30,6
Jaleel,4,1,6,79,99,65,64,69,50,43,8
Jerrell,31,56,108,90,47,42,45,33,21,12,2
Avraham,11,18,24,31,33,46,56,70,78,99,21
Gian,9,11,17,24,25,54,69,59,70,123,24
Mayson,0,0,0,6,12,32,61,145,130,89,10
Lochlan,0,0,0,0,2,11,30,79,162,158,43
Rudolph,94,90,81,61,45,35,24,20,19,15,3
Gus,38,27,23,23,21,31,57,67,95,87,15
Kase,0,1,3,5,9,16,32,96,174,128,19
Gauge,0,0,0,8,22,60,124,151,85,30,3
Krish,0,0,1,1,5,37,138,117,92,75,15
Boden,0,0,1,2,5,24,73,90,102,150,33
Kylen,0,2,5,10,19,37,60,87,106,128,27
Roosevelt,96,84,76,63,39,28,29,23,24,15,2
Malaki,0,0,1,2,10,59,125,101,93,73,16
Tommie,90,84,72,60,42,36,30,24,21,15,3
Bradyn,0,0,1,8,25,76,184,112,45,24,4
Zahir,1,4,3,7,16,33,58,70,99,151,36
Bode,0,0,0,0,2,25,66,106,109,134,35
Hernan,18,20,29,74,83,71,58,44,34,37,7
Huxley,0,0,0,0,0,1,9,40,162,226,36
Jeramiah,34,35,23,22,35,62,117,92,32,20,3
Baron,32,31,38,32,30,34,69,71,68,55,14
Mauro,28,28,34,45,47,58,63,47,51,61,12
Jaylan,0,0,1,15,76,136,124,54,35,26,5
Aries,6,4,5,8,18,38,44,59,97,149,42
Brandyn,10,20,68,109,96,64,49,30,17,8,1
Camryn,0,0,1,16,27,65,111,112,81,50,6
Jovany,2,10,19,47,66,92,110,66,28,23,5
Davonte,0,1,6,121,111,80,62,33,27,24,4
Maxton,0,0,2,5,9,16,49,121,150,98,18
Lyric,0,0,0,0,11,19,88,131,111,95,13
Kirby,59,58,76,85,56,33,26,23,24,23,4
Benicio,0,0,1,1,1,32,53,76,102,161,41
Kenzo,0,1,1,0,3,5,12,47,93,261,45
Murphy,18,14,19,29,24,29,38,50,83,127,34
Lyndon,23,31,50,43,44,39,50,64,67,48,7
Derik,46,81,84,75,48,38,39,23,13,16,3
Tim,127,68,45,36,30,40,38,28,30,20,4
Edgardo,41,43,51,95,69,55,40,27,20,20,4
Elton,96,63,45,44,37,38,32,28,33,42,6
Jelani,30,28,27,49,61,66,50,45,46,55,7
Khari,14,5,5,39,57,34,24,25,100,149,11
Braulio,16,16,28,45,55,75,87,51,44,39,7
Markell,11,12,24,51,72,67,82,60,44,34,4
Jevon,58,37,29,60,59,96,60,24,20,17,2
Rasheed,46,44,40,68,83,69,42,28,22,16,4
Demond,125,55,38,48,53,48,36,24,21,11,2
Gibson,3,3,7,13,24,41,72,120,107,62,10
Marcelino,36,41,36,44,52,51,53,42,45,50,10
Lenny,66,39,28,28,22,35,49,61,58,60,13
Lars,39,44,38,42,50,60,54,43,44,37,8
Wes,25,22,18,12,11,17,31,51,89,146,38
Lian,0,1,0,2,1,6,14,44,104,212,75
Maison,0,0,1,10,19,34,48,105,130,95,15
Yahya,1,5,5,7,11,24,46,74,109,129,46
Brixton,0,0,0,0,0,3,11,45,134,228,35
Ladarius,2,9,32,111,107,69,48,35,23,17,2
Reilly,1,6,15,28,75,96,95,67,39,27,5
Alek,2,4,16,47,67,70,69,68,58,49,5
Kalen,7,23,47,56,65,63,65,48,33,38,7
Nikko,0,1,20,67,40,35,47,65,74,89,15
Salem,6,7,9,10,16,21,26,40,84,193,40
Jaycob,0,4,6,20,41,63,80,112,78,41,8
Imran,9,17,23,24,22,24,35,67,96,111,24
